VATTER;VORFENDERICH;1
GWARDI HOUPTMANN;KÖCHIN;1
GWARDI HOUPTMANN;TRUMMETER;1
GWARDI HOUPTMANN;TRUMMENSCHLAHER;1
GWARDI HOUPTMANN;PFYFFER;1
GWARDI HOUPTMANN;KÜCHIBUOB;1
GWARDI HOUPTMANN;STATTHALTER;1
GWARDI HOUPTMANN;KUCHIBUOB;1
GWARDI HOUPTMANN;KEMERLING;1
GWARDI HOUPTMANN;HOUPTMANN;1
GWARDI HOUPTMANN;LÜETENENT;1
GWARDI HOUPTMANN;VORFENDERICH;1
GWARDI HOUPTMANN;IR MANN;1
LÜETENENT;VATTER;1
LÜETENENT;SIN WYB;1
LÜETENENT;MAHALALEEL;1
LÜETENENT;MATHUSALAH;1
LÜETENENT;NOË;1
LÜETENENT;SEM;1
LÜETENENT;NOË WYB;1
LÜETENENT;SEMS WYB;1
LÜETENENT;TRUGSÄSS;1
LÜETENENT;TRUMMETER;1
LÜETENENT;TRUMMENSCHLAHER;1
LÜETENENT;PFYFFER;1
LÜETENENT;STATTHALTER;1
LÜETENENT;VORFENDERICH;1
FENDERICH;VATTER;1
FENDERICH;GOTT;1
FENDERICH;SIN WYB;1
FENDERICH;MAHALALEEL;1
FENDERICH;JARED;1
FENDERICH;MATHUSALAH;1
FENDERICH;LAMECH;1
FENDERICH;NOË;1
FENDERICH;SEM;1
FENDERICH;HAM;1
FENDERICH;JAPHET;1
FENDERICH;LANTECH;1
FENDERICH;NOË WYB;1
FENDERICH;SEMS WYB;1
FENDERICH;TRUGSÄSS;1
FENDERICH;LANDSFÜRST;1
FENDERICH;HOFMEISTER;1
FENDERICH;KÄLLER;1
FENDERICH;KOCH;1
FENDERICH;KÖCHIN;1
FENDERICH;TRUMMETER;1
FENDERICH;TRUMMENSCHLAHER;1
FENDERICH;PFYFFER;1
FENDERICH;KÜCHIBUOB;1
FENDERICH;STATTHALTER;1
FENDERICH;KUCHIBUOB;1
FENDERICH;KEMERLING;1
FENDERICH;HOUPTMANN;1
FENDERICH;GWARDI HOUPTMANN;1
FENDERICH;LÜETENENT;1
FENDERICH;VORFENDERICH;1
FENDERICH;IR MANN;1
ERST FROUW;VATTER;1
ERST FROUW;GOTT;1
ERST FROUW;SIN WYB;1
ERST FROUW;MAHALALEEL;1
ERST FROUW;JARED;1
ERST FROUW;MATHUSALAH;1
ERST FROUW;LAMECH;1
ERST FROUW;NOË;1
ERST FROUW;SEM;1
ERST FROUW;HAM;1
ERST FROUW;JAPHET;1
ERST FROUW;ERST FRÜND;1
ERST FROUW;ERST RISS;1
ERST FROUW;LANTECH;1
ERST FROUW;NOË WYB;1
ERST FROUW;SEMS WYB;1
ERST FROUW;TRUGSÄSS;1
ERST FROUW;LANDSFÜRST;1
ERST FROUW;HOFMEISTER;1
ERST FROUW;ERST HUSSKNECHT;1
ERST FROUW;ERST MAGDT;1
ERST FROUW;KÄLLER;1
ERST FROUW;KOCH;1
ERST FROUW;KÖCHIN;1
ERST FROUW;TRUMMETER;1
ERST FROUW;TRUMMENSCHLAHER;1
ERST FROUW;PFYFFER;1
ERST FROUW;ERST GAST;1
ERST FROUW;KÜCHIBUOB;1
ERST FROUW;STATTHALTER;1
ERST FROUW;ERST HUSSMAGDT;1
ERST FROUW;ERST SPILMANN;1
ERST FROUW;KUCHIBUOB;1
ERST FROUW;KEMERLING;1
ERST FROUW;HOUPTMANN;1
ERST FROUW;GWARDI HOUPTMANN;1
ERST FROUW;LÜETENENT;1
ERST FROUW;FENDERICH;1
ERST FROUW;VORFENDERICH;1
ERST FROUW;IR MANN;1
ERST FROUW;ERST KIND;1
IR MANN;VATTER;1
IR MANN;SIN WYB;1
IR MANN;MAHALALEEL;1
IR MANN;JARED;1
IR MANN;MATHUSALAH;1
IR MANN;LAMECH;1
IR MANN;NOË;1
IR MANN;SEM;1
IR MANN;JAPHET;1
IR MANN;LANTECH;1
IR MANN;NOË WYB;1
IR MANN;SEMS WYB;1
IR MANN;TRUGSÄSS;1
IR MANN;LANDSFÜRST;1
IR MANN;KÄLLER;1
IR MANN;KOCH;1
IR MANN;KÖCHIN;1
IR MANN;TRUMMETER;1
IR MANN;TRUMMENSCHLAHER;1
IR MANN;PFYFFER;1
IR MANN;KÜCHIBUOB;1
IR MANN;STATTHALTER;1
IR MANN;KUCHIBUOB;1
IR MANN;KEMERLING;1
IR MANN;LÜETENENT;1
IR MANN;VORFENDERICH;1
ERST KIND;VATTER;1
ERST KIND;GOTT;1
ERST KIND;SIN WYB;1
ERST KIND;MAHALALEEL;1
ERST KIND;JARED;1
ERST KIND;MATHUSALAH;1
ERST KIND;LAMECH;1
ERST KIND;NOË;1
ERST KIND;SEM;1
ERST KIND;HAM;1
ERST KIND;JAPHET;1
ERST KIND;ERST RISS;1
ERST KIND;LANTECH;1
ERST KIND;NOË WYB;1
ERST KIND;SEMS WYB;1
ERST KIND;TRUGSÄSS;1
ERST KIND;LANDSFÜRST;1
ERST KIND;HOFMEISTER;1
ERST KIND;ERST MAGDT;1
ERST KIND;KÄLLER;1
ERST KIND;KOCH;1
ERST KIND;KÖCHIN;1
ERST KIND;TRUMMETER;1
ERST KIND;TRUMMENSCHLAHER;1
ERST KIND;PFYFFER;1
ERST KIND;KÜCHIBUOB;1
ERST KIND;STATTHALTER;1
ERST KIND;ERST SPILMANN;1
ERST KIND;KUCHIBUOB;1
ERST KIND;KEMERLING;1
ERST KIND;HOUPTMANN;1
ERST KIND;GWARDI HOUPTMANN;1
ERST KIND;LÜETENENT;1
ERST KIND;FENDERICH;1
ERST KIND;VORFENDERICH;1
ERST KIND;IR MANN;1
ANDER KIND;VATTER;1
ANDER KIND;GOTT;1
ANDER KIND;ENOS;1
ANDER KIND;SIN WYB;1
ANDER KIND;MAHALALEEL;1
ANDER KIND;JARED;1
ANDER KIND;MATHUSALAH;1
ANDER KIND;LAMECH;1
ANDER KIND;NOË;1
ANDER KIND;SEM;1
ANDER KIND;HAM;1
ANDER KIND;JAPHET;1
ANDER KIND;ERST FRÜND;1
ANDER KIND;DER ANDER FRÜND;1
ANDER KIND;DIE ERSTE BASS;1
ANDER KIND;ERST BASS;1
ANDER KIND;DIE ANDER BASS;1
ANDER KIND;ERST RISS;1
ANDER KIND;ANDER RISS;1
ANDER KIND;ERST BIDERMANN;1
ANDER KIND;LANTECH;1
ANDER KIND;NOË WYB;1
ANDER KIND;SEMS WYB;1
ANDER KIND;TRUGSÄSS;1
ANDER KIND;LANDSFÜRST;1
ANDER KIND;HOFMEISTER;1
ANDER KIND;DIE LANDSFÜRSTIN;1
ANDER KIND;ERST HUSSKNECHT;1
ANDER KIND;ERST MAGDT;1
ANDER KIND;ANDER MAGDT;1
ANDER KIND;KÄLLER;1
ANDER KIND;KOCH;1
ANDER KIND;KÖCHIN;1
ANDER KIND;TRUMMETER;1
ANDER KIND;TRUMMENSCHLAHER;1
ANDER KIND;PFYFFER;1
ANDER KIND;ERST GAST;1
ANDER KIND;ERST DIENER;1
ANDER KIND;KÜCHIBUOB;1
ANDER KIND;STATTHALTER;1
ANDER KIND;ERST HUSSMAGDT;1
ANDER KIND;ERST SPILMANN;1
ANDER KIND;KUCHIBUOB;1
ANDER KIND;KEMERLING;1
ANDER KIND;HOUPTMANN;1
ANDER KIND;GWARDI HOUPTMANN;1
ANDER KIND;LÜETENENT;1
ANDER KIND;FENDERICH;1
ANDER KIND;VORFENDERICH;1
ANDER KIND;ERST FROUW;1
ANDER KIND;IR MANN;1
ANDER KIND;ERST KIND;1
